Submission ID,Respondent ID,Submitted at,Ваша основна зайнятість в ІТ зараз...,Оберіть ваш тайтл або роль у компанії,Categories,Position,Розробники -  основна спеціалізація,Якою мовою ви написали свою першу програму?,Основна мова програмування,"Скільки років ви працюєте з мовою, яку обрали як основну?","Чи використовуєте ви інші мови програмування, крім основної?","Оберіть інші мови програмування, які також використовуєте на поточній посаді",Які мови програмування ви б обрали зараз для наступного комерційного проєкту?,Чи комітили ви у 2024 році в опенсорс проєкти?,Якими мовами програмування ви комітили в опенсорс проєкти у 2024 році?,Чи є у вас власні опенсорс проєкти?,Якими мовами написаний ваш опенсорс проєкт?,Чи плануєте ви наступного року вивчити ще одну мову програмування?,Яку мову програмування ви плануєте вивчити наступного року?,"Основні фреймворки, бібліотеки та платформи: розробка","Основні фреймворки, бібліотеки та платформи: QA","Основні фреймворки, бібліотеки та платформи: Робота з даними",Ви плануєте освоїти наступну мову,"Платформи, для яких розробляєте на поточному місці роботи","Оберіть напрям, у якому зараз працюєте",Загальний стаж роботи за нинішньою ІТ-спеціальністю,Загальний стаж роботи в ІТ,,,,,,,,,,,,,,,,,,,,,,,
eWobxQ,ZDKaAz,2024-12-04 16:08:55,Працюю full-time,Senior,Other,BA (Business Analyst),,,,,,,,,,,,,,,,,,,,9,8,,,,,,,,,,,,,,,,,,,,,,,
GA7Wdp,xv1aQr,2024-12-04 16:20:18,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,Python,5 років,Так,"JavaScript, SQL","JavaScript, Python, SQL",Ні,,Немає,,Так,JavaScript,"Aiohttp,React",,,Самостійно,Web,,5,5,,,,,,,,,,,,,,,,,,,,,,,
D6WQQb,yzR9Ax,2024-12-04 16:22:34,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,web api,android mobile app,ios mobile app",3,3,,,,,,,,,,,,,,,,,,,,,,,
deRBZA,6My7L5,2024-12-04 16:28:34,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C,C# / .NET,8 років,Так,"Мови розробки БД (PL/SQL, Transact-SQL)",C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,.NET,,,,Web,,8,9,,,,,,,,,,,,,,,,,,,,,,,
v5WRdl,B0l7R7,2024-12-04 16:31:52,Працюю full-time,Middle,QA,Automation QA / AQA,,C# / .NET,Python,3 роки,Ні,,"Python, TypeScript",Ні,,Немає,,Так,JavaScript,,"PyTest, Postman, Selenium, JSON",,Самостійно,"Web, Mobile cross-platform","web app,web api,android mobile app,ios mobile app",3,3,,,,,,,,,,,,,,,,,,,,,,,
kBrV6d,XzkD9d,2024-12-04 16:35:18,Працюю full-time,Middle,Product Management,Product Manager,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,
OMVpAA,PkeAEP,2024-12-04 16:45:23,Працюю full-time,Middle,QA,Manual QA,,Basic,JavaScript,"1,5 року",Так,Groovy,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,"Cucumber, JSON, Maven, Postman, TestNG",,,"Web, Desktop, Mobile cross-platform","web app,web api",2,3,,,,,,,,,,,,,,,,,,,,,,,
JvBaY4,Ok9AE7,2024-12-04 16:47:05,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,web app,8,8,,,,,,,,,,,,,,,,,,,,,,,
XP9lJY,KkZMEz,2024-12-04 16:51:12,Працюю full-time,Senior,Other,Penetration Tester,,Python,Python,3 роки,Ні,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,
y57Kp4,0ayEkN,2024-12-04 16:54:26,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,Pascal,Ruby,8 років,Так,JavaScript,Ruby,Так,Ruby,Немає,,"Ні, наразі не маю таких планів",,"Ruby on Rails,Node.js",,,,Web,,8,9,,,,,,,,,,,,,,,,,,,,,,,
9jxGoX,VDAlGg,2024-12-04 16:55:25,Працюю full-time,Lead/Team Lead,Other,Lead Generation Specialist,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,
y5gZx0,7Mzd80,2024-12-04 16:55:58,Працюю full-time,Senior,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,android mobile app,ios mobile app",13,13,,,,,,,,,,,,,,,,,,,,,,,
2GV8Mb,5MDkqv,2024-12-04 16:57:43,Працюю full-time,Middle,Other,Communications Specialist,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,
WVQOzk,kv1Avo,2024-12-04 17:05:17,Працюю full-time,Lead/Team Lead,DevOps/SRE,DevOps Engineer,,Pascal,Go,2 роки,Так,Ruby,"Python, JavaScript, Go",Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Web,,6,15,,,,,,,,,,,,,,,,,,,,,,,
jAgaE9,ov1B81,2024-12-04 17:05:53,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Mobile розробка,C++,Dart,2 роки,Так,Kotlin,Dart,Так,Lua,Немає,,Так,Go,Flutter,,,Самостійно,"Mobile Android, Mobile cross-platform",,8,8,,,,,,,,,,,,,,,,,,,,,,,
7rjRyZ,7MzD86,2024-12-04 17:05:59,Працюю full-time,Middle,Analyst,Data Analyst,,Pascal,Python,3 роки,Ні,,,,,,,"Ні, наразі не маю таких планів",,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,
1oOAjQ,ov1BrN,2024-12-04 17:06:50,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,web api",2,2,,,,,,,,,,,,,,,,,,,,,,,
v5gG5D,JMxR77,2024-12-04 17:08:17,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,JavaScript,5 років,Ні,,JavaScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,React,,,,Web,,5,15,,,,,,,,,,,,,,,,,,,,,,,
YlejON,rv1E6N,2024-12-04 17:11:23,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Desktop,Python,C# / .NET,3 роки,Ні,,C# / .NET,Ні,,Немає,,Так,JavaScript,,,,LinkedIn Learning,"Desktop, Microcontrollers / Embedded / IoT",,4,4,,,,,,,,,,,,,,,,,,,,,,,
N1EpkB,7MzZl2,2024-12-04 17:16:04,Я фрилансер(-ка),Junior,DS/ML/AI,Data Engineer / Big Data Engineer,,JavaScript,JavaScript,1 рік,Ні,,JavaScript,Так,JavaScript,Є,"JavaScript, SQL, TypeScript",Так,PHP,,,"Other, SQLAlchemy",З допомогою колег,"Web, Mobile Android, Mobile iOS",,1,1,,,,,,,,,,,,,,,,,,,,,,,
jAgeER,XzkqOd,2024-12-04 17:17:22,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,Basic,JavaScript,10 і більше років,Так,TypeScript,Go,Ні,,Немає,,Так,Swift,"Node.js,Vue.js,Magento",,,З допомогою професійних викладачів (курсів або індивідуальних занять),Web,,12,14,,,,,,,,,,,,,,,,,,,,,,,
QljoN1,Ok90EM,2024-12-04 17:21:53,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,C,Java,5 років,Ні,,Java,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Hibernate,Spring",,,,Web,,5,5,,,,,,,,,,,,,,,,,,,,,,,
aqk9GW,lv1RQW,2024-12-04 17:22:51,Працюю full-time,Junior,DS/ML/AI,AI Engineer,,C++,Python,4 роки,Ні,,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,"Pandas, NumPy, Matplotlib, Langchain, Requests",,Web,,1,1,,,,,,,,,,,,,,,,,,,,,,,
KKOeaD,bvyLX7,2024-12-04 17:33:09,Працюю full-time,Junior,QA,Manual QA,,,,,,,,,,,,,,,,,,,"web app,android mobile app,ios mobile app",1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
D6bK9R,QkWdZG,2024-12-04 17:34:27,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,JavaScript,PHP,6 років,Ні,,Rust,Ні,,Є,Rust,Так,Haskell,"Symfony,Magento",,,Самостійно,Web,,6,6,,,,,,,,,,,,,,,,,,,,,,,
E7Addl,27yvaA,2024-12-04 17:39:28,Працюю full-time,Junior,SE,Software Engineer / Software Developer,,JavaScript,C# / .NET,1 рік,Ні,,C++,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Mobile cross-platform,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,
x5gMrk,LkNYzG,2024-12-04 17:41:20,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,TypeScript,5 років,Так,JavaScript,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Angular / Angular.js,Express,Node.js",,,,Web,,8,12,,,,,,,,,,,,,,,,,,,,,,,
jAg6g1,vK1LqD,2024-12-04 17:43:40,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,Java,10 і більше років,Так,Python,"Go, Java",Ні,,Немає,,"Ні, наразі не маю таких планів",,Akka,,,,Web,,13,13,,,,,,,,,,,,,,,,,,,,,,,
XP9JZ4,bvyrye,2024-12-04 17:44:26,Працюю full-time,Junior,Other,Recruiter / Recruitment Specialist / Technical Recruiter,,,,,,,,,,,,,,,,,,,,1.5,3,,,,,,,,,,,,,,,,,,,,,,,
9jx9KQ,jvYWEE,2024-12-04 17:46:08,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,JavaScript,JavaScript,6 років,Так,TypeScript,TypeScript,Ні,,Є,TypeScript,Так,Go,"Nest.js,Express,Node.js,React",,,Самостійно,Web,,2,2,,,,,,,,,,,,,,,,,,,,,,,
6E4KKo,lv1WkV,2024-12-04 17:49:32,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,TypeScript,4 роки,Ні,,JavaScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,"React,Node.js,Express",,,,"Web, Desktop",,4,4,,,,,,,,,,,,,,,,,,,,,,,
7rjKda,yzRvBd,2024-12-04 17:49:47,Працюю full-time,Senior,Other,BA (Business Analyst),,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
Yle446,bvy8Y6,2024-12-04 17:56:22,Працюю full-time,Middle,Project Management,Project Coordinator,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,
y5gYXx,NdQBq0,2024-12-04 18:05:10,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,Pascal,JavaScript,3 роки,Ні,,TypeScript,Ні,,Немає,,Так,TypeScript,"React,Next.js,Node.js",,,Самостійно,Web,,3,3,,,,,,,,,,,,,,,,,,,,,,,
lkgryW,ZDKROB,2024-12-04 18:05:42,Працюю full-time,Lead/Team Lead,Other,Technical Support,,Інша мова,Не можу обрати одну основну мову,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,
y5gYJB,PkeB1B,2024-12-04 18:09:16,Працюю full-time,Middle,Analyst,Product Analyst,,C++,SQL,"1,5 року",Так,Python,,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Data processing,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
ZrWa15,jvY9xE,2024-12-04 18:11:24,Працюю full-time,Junior,QA,Automation QA / AQA,,Python,Python,1 рік,Ні,,Python,Ні,,Є,Python,"Ні, наразі не маю таких планів",,,Cucumber,,,"Web, Smart TV",web app,1,1,,,,,,,,,,,,,,,,,,,,,,,
YleW8d,ov10Ax,2024-12-04 18:26:03,Працюю full-time,Middle,DS/ML/AI,Data Engineer / Big Data Engineer,,Assembler,"Мови розробки БД (PL/SQL, Transact-SQL)",4 роки,Так,C# / .NET,"Мови розробки БД (PL/SQL, Transact-SQL)",Ні,,Немає,,"Ні, наразі не маю таких планів",,,,Tsql,,Web,,4,4,,,,,,,,,,,,,,,,,,,,,,,
6E47YN,qvMY1g,2024-12-04 18:31:19,Працюю full-time,Middle,Other,Office Manager / Office Administrator / Office Coordinator,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,
z5geMM,KkZvDz,2024-12-04 18:56:53,Працюю full-time,Senior,Other,UI/UX Designer,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,
0ROzA0,ZDGylV,2024-12-04 19:09:09,Працюю full-time,Junior,QA,General QA,,,,,,,,,,,,,,,,,,,web app,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
Qljd8p,jvYJPa,2024-12-04 19:12:22,Працюю full-time,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,Java,2 роки,Так,"Python, JavaScript","Python, Java",Так,Java,Є,"Java, Python","Ні, наразі не маю таких планів",,Spring,,,,Other,,5,5,,,,,,,,,,,,,,,,,,,,,,,
rMgL6p,AyG4Nz,2024-12-04 19:24:14,Працюю full-time,Middle,DevOps/SRE,DevOps Engineer,,Python,Bash/Shell,7 років,Ні,,"Go, Python",Так,HCL,Є,Bash/Shell,"Ні, наразі не маю таких планів",,,,,,,,5,9,,,,,,,,,,,,,,,,,,,,,,,
LLVJAJ,qvMk6Y,2024-12-04 19:35:54,Працюю full-time,Senior,SE,Software Engineer / Software Developer,,C# / .NET,C# / .NET,5 років,Ні,,C++,Ні,,Немає,,Так,C++,,,,З допомогою професійних викладачів (курсів або індивідуальних занять),"Mobile Android, Mobile iOS",,5,5,,,,,,,,,,,,,,,,,,,,,,,
BW6b91,QkWk0Y,2024-12-04 19:39:34,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,web app,5,5,,,,,,,,,,,,,,,,,,,,,,,
AeabNz,16y62l,2024-12-04 19:40:22,Працюю full-time,Немає тайтлу,Other,Game Designer,,,,,,,,,,,,,,,,,,,,1.5,4,,,,,,,,,,,,,,,,,,,,,,,
WVQl7R,0aykq0,2024-12-04 20:02:57,Працюю full-time,Senior,Product Management,Product Manager,,JavaScript,,,,,,,,,,,,,,,,,,6,8,,,,,,,,,,,,,,,,,,,,,,,
LLVvLO,qvMNEk,2024-12-04 20:16:56,Втратив(-ла) роботу і шукаю нову,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,TypeScript,"1,5 року",Так,JavaScript,NodeJs,Ні,,Немає,,Так,"Важко сказати, ще не визначився (-лась)",React,,,Самостійно,Web,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
q1gJpg,DMPWQj,2024-12-04 20:20:37,Втратив(-ла) роботу і шукаю нову,Lead/Team Lead,Other,BA (Business Analyst),,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,
aqkAJB,G54kvQ,2024-12-04 20:21:13,Працюю full-time,Middle,Other,HR Generalist,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
LLV6Ky,Rka2z9,2024-12-04 20:24:32,Працюю full-time,Middle,Project Management,Project Manager,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,
x5glDd,G54krk,2024-12-04 20:27:13,Працюю full-time,Senior,Other,Product Designer,,,,,,,,,,,,,,,,,,,,8,7,,,,,,,,,,,,,,,,,,,,,,,
WVQj5k,Rka2L9,2024-12-04 20:28:11,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,PHP,10 і більше років,Так,JavaScript,Python,Ні,,Немає,,Так,Python,Symfony,,,Самостійно,Web,,10,10,,,,,,,,,,,,,,,,,,,,,,,
q1gkp8,DMPbWp,2024-12-04 20:32:35,Працюю full-time,Senior,Other,Recruiter / Recruitment Specialist / Technical Recruiter,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,
g6gvAP,QkWjgg,2024-12-04 20:40:27,Працюю full-time,Head,QA,Head of QA,,Java,TypeScript,4 роки,Так,JavaScript,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,,"Playwright, Postman",,,"Web, Mobile Android, Mobile iOS, Microcontrollers / Embedded / IoT","web app,web api,android mobile app,ios mobile app",3,13,,,,,,,,,,,,,,,,,,,,,,,
OMroB7,EMEABN,2024-12-04 20:41:33,Працюю full-time,Middle,QA,Manual QA,,,,,,,,,,,,,,,,,,,Directly specialize in game development as QA,4,4,,,,,,,,,,,,,,,,,,,,,,,
rMgvNR,Pkegv5,2024-12-04 20:44:27,Працюю full-time,Junior,Other,Outreach Specialist,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,
842rbY,lv1ZDk,2024-12-04 20:55:13,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Desktop,Java,Java,1 рік,Ні,,"Java, Kotlin, SQL",Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Desktop,,1,1,,,,,,,,,,,,,,,,,,,,,,,
6E4PrA,vK1p84,2024-12-04 20:56:26,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Delphi,Java,6 років,Так,Python,Java,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Spring,Hibernate,Temporal",,,,Web,,7,8,,,,,,,,,,,,,,,,,,,,,,,
jAg5ea,4zyO5d,2024-12-04 20:56:51,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Desktop,Pascal,Pascal/Delphi,10 і більше років,Так,"C# / .NET, C++",C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,"Desktop, Web",,15,15,,,,,,,,,,,,,,,,,,,,,,,
0RGZJ0,16yB0Q,2024-12-04 21:00:05,Працюю full-time,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Basic,PHP,10 і більше років,Так,JavaScript,Go,Ні,,Немає,,"Ні, наразі не маю таких планів",,Symfony,,,,Web,,3,10,,,,,,,,,,,,,,,,,,,,,,,
9jxxBX,qvMelk,2024-12-04 21:10:04,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,PHP,2 роки,Так,JavaScript,TypeScript,Ні,,Немає,,Так,TypeScript,"Laravel,jQuery,Yii,TensorFlow,Node.js",,,З допомогою професійних викладачів (курсів або індивідуальних занять),Web,,2,2,,,,,,,,,,,,,,,,,,,,,,,
rMgqaR,xv1BpJ,2024-12-04 21:21:44,Працюю full-time,Architect,Other,Business Architect,,Delphi,Java,10 і більше років,Так,JavaScript,JavaScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Web,,8,15,,,,,,,,,,,,,,,,,,,,,,,
Aea0Ee,YkvvE0,2024-12-04 21:26:00,Працюю full-time,Senior,Other,Recruiter / Recruitment Specialist / Technical Recruiter,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,
rMggqp,gv11qO,2024-12-04 21:28:42,Працюю full-time,Middle,SE,Software Engineer / Software Developer,,Pascal,C# / .NET,"1,5 року",Ні,,C# / .NET,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,"Desktop, Mobile Android, Mobile iOS",,1.5,10,,,,,,,,,,,,,,,,,,,,,,,
Qljy9A,NdQ9bW,2024-12-04 21:40:21,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Basic,Python,9 років,Так,JavaScript,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,Django,,,,Web,,9,9,,,,,,,,,,,,,,,,,,,,,,,
eWylR0,G54jVL,2024-12-04 21:43:18,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,TypeScript,5 років,Так,JavaScript,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,"React,Vue.js",,,,"Web, Mobile cross-platform",,5,5,,,,,,,,,,,,,,,,,,,,,,,
KKOypA,rv1b5X,2024-12-04 21:46:49,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Front-end  розробка,Basic,JavaScript,Пів року,Так,Liquid,JavaScript,Ні,,Немає,,Так,Hydrogen,"Shopify,Vue.js,jQuery",,,З допомогою колег,Web,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,
5PrDx6,qvM7qg,2024-12-04 21:51:05,Працюю full-time,Tech Lead,SE,Software Engineer / Software Developer,Back-end  розробка,JavaScript,TypeScript,2 роки,Так,JavaScript,TypeScript,Ні,,Немає,,Так,Go,"Node.js,Nest.js",,,Самостійно,"Web, Desktop, Mobile Android, Mobile iOS",,2,3,,,,,,,,,,,,,,,,,,,,,,,
g6g1lN,xv1Ej9,2024-12-04 21:55:17,Працюю full-time,Middle,DS/ML/AI,Data Engineer / Big Data Engineer,,C++,SQL,6 років,Так,Python,Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,Spark,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,
YleKOB,jvYX74,2024-12-04 21:55:35,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,JavaScript,5 років,Ні,,JavaScript,Ні,,Немає,,Так,Go,React,,,Самостійно,Web,,5,5,,,,,,,,,,,,,,,,,,,,,,,
LLVBYp,bvyXBL,2024-12-04 22:03:19,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,C# / .NET,5 років,Так,JavaScript,C# / .NET,Так,C# / .NET,Немає,,Так,Go,"ASP.NET,.NET",,,Самостійно,Web,,5,5,,,,,,,,,,,,,,,,,,,,,,,
y5gbM4,5MDYqN,2024-12-04 22:10:03,Працюю full-time,Middle,Project Management,Project Manager,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,
bQgMxE,KkZ4aV,2024-12-04 22:14:19,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Pascal,JavaScript,10 і більше років,Так,PHP,PHP,Ні,,Немає,,"Ні, наразі не маю таких планів",,"Nest.js,Vue.js,Laravel",,,,Web,,11,11,,,,,,,,,,,,,,,,,,,,,,,
E7AGOA,LkNjlJ,2024-12-04 22:21:02,Працюю full-time,Middle,Other,BA (Business Analyst),,,,,,,,,,,,,,,,,,,,5,10,,,,,,,,,,,,,,,,,,,,,,,
bQgMJ0,5MDYRQ,2024-12-04 22:22:33,Працюю full-time,Немає тайтлу,Other,Technical Producer,,C# / .NET,C++,10 і більше років,Так,Python,C++,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,"Web, Desktop, Mobile Android, Mobile iOS, Mobile cross-platform, Mobile other",,10,10,,,,,,,,,,,,,,,,,,,,,,,
oLgjWb,lv1kYW,2024-12-04 23:15:52,Працюю full-time,Senior,QA,Manual QA,,,,,,,,,,,,,,,,,,,"android mobile app,ios mobile app",13,13,,,,,,,,,,,,,,,,,,,,,,,
N1gqAQ,DMPQ9j,2024-12-05 1:39:01,Працюю full-time,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,Python,Python,"1,5 року",Так,JavaScript,"Python, Мови розробки БД (PL/SQL, Transact-SQL)",Ні,,Немає,,Так,"Мови розробки БД (PL/SQL, Transact-SQL)","Django,React",,,Самостійно,Web,,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,
1ox7Jb,G5jvAO,2024-12-05 3:23:30,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,JavaScript,5 років,Ні,,TypeScript,Ні,,Немає,,"Ні, наразі не маю таких планів",,Angular / Angular.js,,,,Web,,5,5,,,,,,,,,,,,,,,,,,,,,,,
5PQzqb,yzpPj8,2024-12-05 3:47:39,Працюю full-time,Senior,Analyst,BI Analyst,,Perl,SQL,5 років,Так,"M-code, DAX",Python,Ні,,Немає,,"Ні, наразі не маю таких планів",,,,,,Web,,4,7,,,,,,,,,,,,,,,,,,,,,,,
x5oyqr,evjDWQ,2024-12-05 5:20:39,Працюю full-time,Senior,Other,Talent Sourcer / Talent Researcher / Recruitment Researcher,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,
v5pLQA,YkKR6N,2024-12-05 5:23:01,Працюю full-time,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,Assembler,JavaScript,6 років,Так,TypeScript,Rust,Ні,,Немає,,Так,Rust,"React,Vue.js,Next.js,Astro",,,Самостійно,"Web, Mobile cross-platform",,7,7,,,,,,,,,,,,,,,,,,,,,,,
LLgYxp,4zDBYd,2024-12-05 5:23:54,Працюю full-time,Middle,SE,Software Engineer / Software Developer,Mobile розробка,JavaScript,TypeScript,3 роки,Так,Swift,Python,Ні,,Немає,,Так,Python,React Native,,,Самостійно,Mobile cross-platform,,3,3,,,,,,,,,,,,,,,,,,,,,,,
