"Timestamp","Якою мовою ви написали свою першу програму ?","Чи можете виділити одну мову програмування, якою ви користуєтеся найчастіше?","Якою мовою ви пишете для роботи зараз?","Frontend: які фреймворки використовуєте в роботі?","Frontend: які фреймворки використовуєте в роботі?  ","Backend: які фреймворки використовуєте в роботі?","Backend: які фреймворки використовуєте в роботі?","Mobile: які фреймворки використовуєте в роботі?","Mobile: які фреймворки використовуєте в роботі?"," Інші фреймворки/бібліотеки","Улюблене IDE","Web: які фреймворки використовуєте в роботі?","Web: які фреймворки використовуєте в роботі?","Фреймворки для Distributed computing","Distributed computing: інші фреймворки","Інші","Версія JVM","Улюблене IDE","Найважливі бібліотеки та фреймворки, котрі ви використовуєте (через кому)","Улюблене IDE","Web: які фреймворки використовуєте в роботі?","Web: які фреймворки використовуєте в роботі?","Обробка даних: які фреймворки використовуєте в роботі?","Чи використовуєте ви mypy?","Бібліотеки загального призначення","Улюблене IDE","Які відомі веб-фреймворки ви використовуєте?","Інші важливі бібліотеки, які використовуєте в роботі","Яку версію PHP  ви використовуєте ?","Улюблене  IDE","Якими мовами ви пишете для роботи зараз?","Які додаткові мови ви використовуєте для роботи?","Яку мову програмування ви б обрали зараз для наступного комерційного проєкту?","Чи є у вас проєкти з відкритим кодом?  Якщо є, то якими мовами?","Чи плануєте ви цього року вивчити ще одну мову програмування?","Якщо так, то що за мова це буде? ","Ви плануєте освоїти наступну мову","Ви працюєте здебільшого в царині:","Ваша платформа?","Скільки років ви працюєте в індустрії розробки ПЗ?","Скільки років ви працюєте з мовою, що вибрана вами в якості основної? ","Скільки вам років?","Ви живете зараз в Україні?","Чи брали ви участь у наших попередніх опитуваннях на цю ж тему?"
"2021/01/07 10:31:02 PM GMT+2","Basic","Так","Java","","","","","","","","","Spring","J2EE","Kafka","","","8.x","Eclipse","","","","","","","","","","","","","","Python;Groovy","Java","Java;Python;C","Так","Scala","Самостійно","Бекенд програмування","","2","2","24","Ні","Ні"
"2021/01/07 10:35:26 PM GMT+2","JavaScript","Так","JavaScript","React","","Express;Next.js","","","","","Webstorm","","","","","","","","","","","","","","","","","","","","","TypeScript","TypeScript","TypeScript","Ні","Python","Самостійно","Веб-фронтенд","","1.5","3","21","Так","Не пам'ятаю"
"2021/01/07 10:38:01 PM GMT+2","Basic","Так","JavaScript","Angular;React","","Express","","","","","Webstorm","","","","","","","","","","","","","","","","","","","","","Ruby","JavaScript","JavaScript;Java;TypeScript;Ruby;Go;Pascal/Delphi","Ні","","Самостійно","Бекенд програмування","","2","1.5","22","Так","Так"
"2021/01/07 10:38:52 PM GMT+2","Java","Так","Java","","","","","","","","","Spring","","Kafka","","","< 8","","","","","","","","","","","","","","","","Go","Java;Go;Scala","Так","Go","Самостійно","Бекенд програмування","","5","5","32","Так","Ні"
"2021/01/07 10:41:51 PM GMT+2","Pascal/Delphi","Так","Swift","","","","","","","","","","","","","","","","UIKit","Xcode","","","","","","","","","","","","Objective-C","Swift","C++;Swift","Так","C++","Самостійно","Мобільна розробка","iOS","20","8","41","Так","Ні"
"2021/01/07 10:47:30 PM GMT+2","C","Так","Java","","","","","","","","","Spring","","Kafka","","","15.x","IntelliJ IDEA","","","","","","","","","","","","","","JavaScript","Java","JavaScript;Java;Python","Так","JavaScript","Самостійно","Бекенд програмування","","4","3","32","Так","Не пам'ятаю"
"2021/01/07 10:48:13 PM GMT+2","Kotlin","Так","Kotlin","","","","","","","","","","","","","","","","Koin(DI), GSON, Retrofit2","Android Studio","","","","","","","","","","","","Java","Kotlin","Java;Kotlin;Dart","Ні","","","Мобільна розробка","Android","3.5","2","23","Так","Ні"
"2021/01/07 10:50:12 PM GMT+2","C++","Так","C++","","","","","","","","","","","","","","","","Qt, Boost","Qt Creator","","","","","","","","","","","","","C++","C++","Так","Python","Самостійно","Десктоп-розробка","","1","1","20","Так","Ні"
"2021/01/07 10:51:21 PM GMT+2","Java","Так","Java","","","","","","","","","Spring","","Kafka","","","8.x","Idea","","","","","","","","","","","","","","JavaScript","Python","JavaScript;Java;Kotlin","Ні","Python","Самостійно","Бекенд програмування","","5","5","36","Так","Ні"
"2021/01/07 10:52:26 PM GMT+2","Pascal/Delphi","Так","TypeScript","Angular;React","","","","Electron","","","Vscode","","","","","","","","","","","","","","","","","","","","","JavaScript;C#","C#","","Ні","","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","12","2","37","Так","Так"
"2021/01/07 10:53:20 PM GMT+2","Java","Так","Java","","","","","","","","","","","","","","8.x","IDEA","","","","","","","","","","","","","","JavaScript;Python","Python","","Так","JavaScript","Самостійно","Системне програмування","","3","3","28","Так","Ні"
"2021/01/07 10:53:26 PM GMT+2","C++","Так","C#","","","","","","","","","","","","","","","","
","Microsoft Visual Studio","","","","","","","","","","","","PL-SQL","C#","C#;T-SQL;PL-SQL","Так","Dart","Самостійно","Бекенд програмування","","15","10","37","Так","Ні"
"2021/01/07 10:54:00 PM GMT+2","C","Так","C#","","","","","","","","","","","","","","","","asp.net","rider, visual studio","","","","","","","","","","","","T-SQL","C#","C#","Ні","","Самостійно","Бекенд програмування","","2","4","24","Так","Так"
"2021/01/07 10:54:05 PM GMT+2","Basic","Так","Pascal/Delphi","","","","","","","","","","","","","","","","DevExpress, Jedi","Lazarus","","","","","","","","","","","","1C;T-SQL","Pascal/Delphi","","Так","Python","Самостійно","Десктоп-розробка","","15","15","40","Так","Не пам'ятаю"
"2021/01/07 10:58:22 PM GMT+2","Pascal/Delphi","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Drupal","","7.x","PhpStorm","","JavaScript","PHP","Java;PHP;Kotlin","Так","Kotlin","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","6","5","28","Так","Не пам'ятаю"
"2021/01/07 10:58:41 PM GMT+2","Java","Так","TypeScript","React","","","","","","","VS Code","","","","","","","","","","","","","","","","","","","","","JavaScript;TypeScript","TypeScript","JavaScript;TypeScript","Ні","","Самостійно","Веб-фронтенд","","2","2","20","Так","Так"
"2021/01/07 11:04:02 PM GMT+2","C","Так","Python","","","","","","","","","","","","","","","","","","Django;Flask;Tornado","","PyTorch;NumPy","Так","requests, asyncio","PyCharm","","","","","","JavaScript","Python","Python","Так","Go","Самостійно","Бекенд програмування","","5","4","26","Так","Не пам'ятаю"
"2021/01/07 11:07:51 PM GMT+2","Pascal/Delphi","Так","Python","","","","","","","","","","","","","","","","","","Flask","FastAPI, Serverless Framework","pandas","Ні","boto3, elasticsearch, SQLAlchemy","Sublime Text","","","","","","C#;T-SQL","Python","C#;Python","Так","C#","За допомогою колег","Бекенд програмування","","1","1","23","Так","Ні"
"2021/01/07 11:08:38 PM GMT+2","Asm","Так","C++","","","","","","","","","","","","","","","","STL, reSIProcate","MSVS","","","","","","","","","","","","C#","C++","","Ні","","","Системне програмування","","30","30","49","Ні","Так"
"2021/01/07 11:14:46 PM GMT+2","Basic","Так","JavaScript","Angular","","Express","","","","","Webstorn","","","","","","","","","","","","","","","","","","","","","","TypeScript","JavaScript;TypeScript","Ні","","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","1","2","34","Так","Ні"
"2021/01/07 11:15:48 PM GMT+2","Pascal/Delphi","Так","Java","","","","","","","","","Spring","","","","","8.x","","","","","","","","","","","","","","","JavaScript;TypeScript;Groovy","Java","","Ні","","За допомогою професійних викладачів (курсів або індивідуальних занять)","Бекенд програмування","","1.5","1.5","33","Так","Ні"
"2021/01/07 11:17:26 PM GMT+2","Pascal/Delphi","Так","Python","","","","","","","","","","","","","","","","","","Flask","","Keras;TensorFlow;NumPy;pandas","Так","","","","","","","","Java","JavaScript","Java","Ні","","Самостійно","Бекенд програмування","","10","1","29","Так","Не пам'ятаю"
"2021/01/07 11:18:39 PM GMT+2","C++","Так","C#","","","","","","","","","","","","","","","","Asp.net, entity framework, stack exchange, ado.net","visual studio 2019","","","","","","","","","","","","JavaScript;TypeScript;T-SQL","C#","","Ні","","Самостійно","Бекенд програмування","","0.25","2","20","Так","Ні"
"2021/01/07 11:19:51 PM GMT+2","Pascal/Delphi","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Laravel;Yii","","7.x","PHPStorm","","JavaScript;Python;Dart","PHP","","Ні","","","Бекенд програмування","","7","7","28","Так","Не пам'ятаю"
"2021/01/07 11:21:04 PM GMT+2","JavaScript","Так","Ruby","","","","","","","","","","","","","","","","Ruby on Rails, React","RubyMine","","","","","","","","","","","","JavaScript","Ruby","Ruby","Так","JavaScript","За допомогою професійних викладачів (курсів або індивідуальних занять)","Full stack","","2","2","23","Так","Ні"
"2021/01/07 11:22:45 PM GMT+2","C","Так","TypeScript","Angular;React","","Express","Fastify - швидкість і розмір","React Native;Expo","","","VSCode","","","","","","","","","","","","","","","","","","","","","JavaScript","TypeScript","JavaScript;TypeScript;Ruby","Ні","","","Веб-фронтенд","","9","7","32","Так","Так"
"2021/01/07 11:23:43 PM GMT+2","JavaScript","Так","JavaScript","jQuery","","","","","","","","","","","","","","","","","","","","","","","","","","","","JavaScript","JavaScript","JavaScript","Так","Python","Самостійно","Веб-фронтенд","","1","1","26","Так","Не пам'ятаю"
"2021/01/07 11:32:58 PM GMT+2","Java","Так","Go","","","","","","","","","","","","","","","","fasthttp","Goland","","","","","","","","","","","","JavaScript;Ruby","Ruby","JavaScript;Ruby;Go","Так","Rust","Самостійно","Бекенд програмування","","6","2","24","Так","Не пам'ятаю"
"2021/01/07 11:35:17 PM GMT+2","Pascal/Delphi","Так","Java","","","","","","","","","Spring","","Kafka","","","8.x","intellij idea","","","","","","","","","","","","","","","Java","Java","Ні","","Самостійно","Бекенд програмування","","3","3","24","Так","Не пам'ятаю"
"2021/01/07 11:42:47 PM GMT+2","C++","Так","C++","","","","","","","","","","","","","","","","Boost, Qt","","","","","","","","","","","","","Go;C","C++","C","Так","Rust","Самостійно","Бекенд програмування","","10","12","35","Так","Ні"
"2021/01/07 11:49:01 PM GMT+2","Pascal/Delphi","Так","Kotlin","","","","","","","","","","","","","","","","Coroutines, Android Jetpack, Koin, Firebase","Android Studio","","","","","","","","","","","","Java;Kotlin","Kotlin","Java;Kotlin","Ні","","Самостійно","Мобільна розробка","Android","0.5","0.5","21","Так","Ні"
"2021/01/07 11:50:47 PM GMT+2","Basic","Так","Java","","","","","","","","","Spring","","","","","11.x","Idea","","","","","","","","","","","","","","JavaScript;Ruby;T-SQL;PL-SQL;Groovy;Rust","Java","JavaScript;Java","Ні","","","Бекенд програмування","","24","13","50","Так","Так"
"2021/01/08 12:01:23 AM GMT+2","C#","Так","JavaScript","React","","Express","","","","","VsCode","","","","","","","","","","","","","","","","","","","","","","JavaScript","","Так","TypeScript","За допомогою професійних викладачів (курсів або індивідуальних занять)","Веб-фронтенд","","1","1","24","Так","Ні"
"2021/01/08 12:04:58 AM GMT+2","C++","Так","C#","","","","","","","","","","","","","","","","ASP.NET Core","Visual Studio","","","","","","","","","","","","JavaScript;TypeScript","C#","JavaScript;C#;TypeScript","Ні","","","Веб-фронтенд","","6","8","27","Так","Ні"
"2021/01/08 12:08:38 AM GMT+2","Basic","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","","","7.x","PhpStorm","","JavaScript","JavaScript","","Так","Dart","Самостійно","менеджмент","","20","15","36","Так","Ні"
"2021/01/08 12:12:13 AM GMT+2","Pascal/Delphi","Так","JavaScript","React;Vue.js","","Express","","React Native","","","Visual code","","","","","","","","","","","","","","","","","","","","","TypeScript","JavaScript","JavaScript","Так","TypeScript","Самостійно","Веб-фронтенд","","3","2","32","Так","Ні"
"2021/01/08 12:17:52 AM GMT+2","PHP","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Laravel","Bootstrap","8","Phpstorm","","JavaScript","PHP","PHP","Так","JavaScript","Самостійно","Бекенд програмування","","0","3","37","Так","Ні"
"2021/01/08 12:25:02 AM GMT+2","PHP","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Laravel","","7.x","","","JavaScript;PHP","PHP","JavaScript;PHP","Ні","","","","","5","5","40","Так","Ні"
"2021/01/08 12:30:22 AM GMT+2","C++","Так","PHP","","","","","","","","","","","","","","","","","","","","","","","","Laravel","Curl, phpunit","7.x","","","JavaScript;Python;TypeScript;Go","Go","PHP","Так","Go","Самостійно","Бекенд програмування","","9","6","28","Так","Не пам'ятаю"
"2021/01/08 12:34:52 AM GMT+2","Pascal/Delphi","Так","Python","","","","","","","","","","","","","","","","","","Flask","","Keras;NumPy;pandas;Spark","Так","","Pycharm","","","","","","Ruby;Go","Python","Python;Ruby","Ні","","","Бекенд програмування","","12","6","31","Ні","Не пам'ятаю"
"2021/01/08 12:45:01 AM GMT+2","Pascal/Delphi","Так","C#","","","","","","","","","","","","","","","","Newtonsoft.Json, Confluent.Kafka, Microsoft.EntityFrameworkCore","Visual Studio","","","","","","","","","","","","JavaScript;Pascal/Delphi;T-SQL","C#","","Ні","","Самостійно","Бекенд програмування","","12","1","34","Так","Ні"
