Timestamp,FirstLanguage,MainLanguage,NowLanguage,Main2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgrammingYears,ExperienceInLanguageYears,AgeYears,InUA,InPrev
1/2/2019 18:12:02,Basic,Так/Да,C,,"JavaScript, Unix Shell, C++, R",Go,"JavaScript, R",Так / Да,Go,Книги та документацію // Книги и документацию,23,10,43,Так /  Да,Так  / Да
1/2/2019 18:12:15,Basic,Так/Да,C#,,"JavaScript, T-SQL",C#,C#,Ні / Нет,,,15,12,38,Так /  Да,Так  / Да
1/2/2019 18:12:38,Basic,Так/Да,Python,,"Python, Pascal/Delphi",Python,Python,Ні / Нет,,,0,5,37,Так /  Да,Ні / Нет
1/2/2019 18:12:53,Python,Так/Да,JavaScript,,TypeScript,JavaScript,JavaScript,Так / Да,Python,Онлайн-курси // Онлайн-курсы,2,1,29,Так /  Да,Ні / Нет
1/2/2019 18:13:49,Java,Так/Да,Java,,"JavaScript, Java",Java,Java,Так / Да,Kotlin,Книги та документацію // Книги и документацию,3,3,27,Так /  Да,Так  / Да
1/2/2019 18:14:03,C++,Так/Да,C#,,JavaScript,C#,"JavaScript, C#",Ні / Нет,,,5,3,24,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:14:30,JavaScript,Так/Да,JavaScript,,Python,Python,,Так / Да,JavaScript,Книги та документацію // Книги и документацию,1,1,31,Ні / Нет,Ні / Нет
1/2/2019 18:14:35,Java,Так/Да,Kotlin,,Java,Kotlin,"Java, Kotlin",Так / Да,Dart,Книги та документацію // Книги и документацию,2,0.5,31,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:14:47,Java,Так/Да,Java,,"JavaScript, Java, R",Java,"Java, C++",Так / Да,JavaScript,Книги та документацію // Книги и документацию,1,1,20,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:15:21,Pascal/Delphi,Так/Да,C#,,JavaScript,C#,"JavaScript, C#",Так / Да,TypeScript,Книги та документацію // Книги и документацию,,,,Так /  Да,Ні / Нет
1/2/2019 18:15:42,C++,Так/Да,C++,,C++,C++,C++,Так / Да,Java,Онлайн-курси // Онлайн-курсы,0,0,18.5,Так /  Да,
1/2/2019 18:15:45,C++,Так/Да,C++,,C#,JavaScript,,,Dart,Книги та документацію // Книги и документацию,1,1,17,Так /  Да,Ні / Нет
1/2/2019 18:15:54,Java,Так/Да,Java,,T-SQL,Java,,Ні / Нет,,Онлайн-курси // Онлайн-курсы,0,1,18,Так /  Да,Ні / Нет
1/2/2019 18:16:12,JavaScript,Так/Да,JavaScript,,TypeScript,TypeScript,,Ні / Нет,,Книги та документацію // Книги и документацию,1,1,25,Так /  Да,Ні / Нет
1/2/2019 18:16:48,Java,Так/Да,Java,,"JavaScript, TypeScript",Java,"Java, JavaScript, TypeScript",Ні / Нет,,Книги та документацію // Книги и документацию,3,4,23,Так /  Да,Так  / Да
1/2/2019 18:17:02,Pascal/Delphi,Так/Да,Java,,"JavaScript, C#",Java,,Так / Да,Java,Книги та документацію // Книги и документацию,2,1,21,Так /  Да,Так  / Да
1/2/2019 18:17:48,Pascal/Delphi,Так/Да,JavaScript,,TypeScript,TypeScript,"JavaScript, TypeScript",Так / Да,Python,Книги та документацію // Книги и документацию,2,1,21,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:17:49,C++,Так/Да,Java,,C++,JavaScript,,,JavaScript,Онлайн-курси // Онлайн-курсы,,3,20,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:18:23,Basic,Так/Да,PHP,,"JavaScript, Unix Shell, TypeScript",PHP,"JavaScript, PHP, C++",Так / Да,Java,Онлайн-курси // Онлайн-курсы,3,3,22,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:18:31,Java,Так/Да,PHP,,JavaScript,PHP,"JavaScript, PHP",,,Офлайн-курси // Офлайн-курсы,5,5,27,Так /  Да,Так  / Да
1/2/2019 18:18:49,Pascal/Delphi,Так/Да,Java,,"Python, Go",Go,"Java, Python, Go",Так / Да,C++,Книги та документацію // Книги и документацию,6,5,32,Так /  Да,Так  / Да
1/2/2019 18:19:51,Pascal/Delphi,Так/Да,Java,,"JavaScript, Python, Go, T-SQL",Java,Java,Ні / Нет,,Книги та документацію // Книги и документацию,5,10,26,Так /  Да,Так  / Да
1/2/2019 18:20:02,C++,Так/Да,C++,,"Python, C++, Objective-C",Python,Python,Так / Да,Java,Книги та документацію // Книги и документацию,2,2,22,Так /  Да,Ні / Нет
1/2/2019 18:20:03,JavaScript,Так/Да,Go,,JavaScript,JavaScript,JavaScript,Так / Да,Go,Книги та документацію // Книги и документацию,7,6,29,Так /  Да,Ні / Нет
1/2/2019 18:21:15,JavaScript,Ні/Нет,,"Java, JavaScript, C#, PHP, Python","Java, Python",Python,JavaScript,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,1,1,22,Ні / Нет,Ні / Нет
1/2/2019 18:21:20,Python,Так/Да,Apex,,JavaScript,C#,"JavaScript, Python",Так / Да,C#,Книги та документацію // Книги и документацию,1,1,21,Так /  Да,Ні / Нет
1/2/2019 18:21:27,Java,Так/Да,Java,,"Python, C++",Java,,Так / Да,Java,Онлайн-курси // Онлайн-курсы,0,1,17,Так /  Да,Ні / Нет
1/2/2019 18:21:33,Pascal/Delphi,Так/Да,Java,,,Java,"Java, TypeScript",Так / Да,JavaScript,Офлайн-курси // Офлайн-курсы,0.5,2,21,Так /  Да,Так  / Да
1/2/2019 18:22:23,C++,Так/Да,Python,,,Python,Python,Так / Да,Go,Книги та документацію // Книги и документацию,1,1,19,Так /  Да,Так  / Да
1/2/2019 18:22:58,JavaScript,Так/Да,JavaScript,,PHP,TypeScript,,Ні / Нет,,Офлайн-курси // Офлайн-курсы,2,2,28,Так /  Да,Ні / Нет
1/2/2019 18:23:05,Pascal/Delphi,Так/Да,X++,,C#,C#,"JavaScript, C#",Так / Да,Kotlin,Книги та документацію // Книги и документацию,3,3,21,Так /  Да,Так  / Да
1/2/2019 18:23:12,JavaScript,Так/Да,JavaScript,,Java,JavaScript,"Java, JavaScript, 1C",Ні / Нет,,Онлайн-курси // Онлайн-курсы,,,30,Так /  Да,Ні / Нет
1/2/2019 18:23:19,JavaScript,Так/Да,JavaScript,,"JavaScript, PHP, TypeScript",JavaScript,JavaScript,Ні / Нет,TypeScript,Книги та документацію // Книги и документацию,1,0.5,16,Так /  Да,Ні / Нет
1/2/2019 18:23:38,Basic,Так/Да,C++,,"Unix Shell, Python, R",C++,,Ні / Нет,,Книги та документацію // Книги и документацию,21,15,43,Ні / Нет,Так  / Да
1/2/2019 18:23:47,C,Так/Да,Swift,,Objective-C,Swift,"Swift, Objective-C",Ні / Нет,,Онлайн-курси // Онлайн-курсы,3,2,24,Так /  Да,Ні / Нет
1/2/2019 18:24:04,Pascal/Delphi,Так/Да,C#,,C#,C#,"C#, PHP",Ні / Нет,,,2,2,30,Так /  Да,Так  / Да
1/2/2019 18:24:07,C++,Ні/Нет,,"JavaScript, C#",TypeScript,JavaScript,"JavaScript, C#",Ні / Нет,,Онлайн-курси // Онлайн-курсы,3,3,22,Так /  Да,Ні / Нет
1/2/2019 18:24:26,Pascal/Delphi,Так/Да,C#,,"JavaScript, TypeScript, T-SQL",C#,C#,Так / Да,TypeScript,Онлайн-курси // Онлайн-курсы,15,7,36,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:24:58,Java,Так/Да,C#,,JavaScript,Java,"Java, JavaScript",Так / Да,TypeScript,Книги та документацію // Книги и документацию,,,,,
1/2/2019 18:25:06,Scheme,Так/Да,Scala,,"Python, TypeScript, Clojure, R, Rust",Python,Rust,Так / Да,Julia,Книги та документацію // Книги и документацию,5,4,31,Так /  Да,Ні / Нет
1/2/2019 18:25:13,PHP,Так/Да,PHP,,"JavaScript, Python",PHP,"PHP, C",Так / Да,C,Книги та документацію // Книги и документацию,4,4,25,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:25:41,Basic,Так/Да,Java,,JavaScript,Java,,Так / Да,JavaScript,Книги та документацію // Книги и документацию,2,2,37,Так /  Да,Так  / Да
1/2/2019 18:25:52,Basic,Так/Да,C#,,"Java, C#, Pascal/Delphi",C#,"Java, C#",Ні / Нет,Java,Онлайн-курси // Онлайн-курсы,2,1.5,21,Так /  Да,Ні / Нет
1/2/2019 18:26:18,Basic,Так/Да,PHP,,JavaScript,PHP,PHP,Ні / Нет,,,3,2,22,Так /  Да,Ні / Нет
1/2/2019 18:26:24,Basic,Так/Да,PHP,,"JavaScript, PHP",PHP,,Так / Да,Go,Книги та документацію // Книги и документацию,7,7,28,Так /  Да,Так  / Да
1/2/2019 18:26:33,С#,Так/Да,PHP,,JavaScript,PHP,,Так / Да,Go,Книги та документацію // Книги и документацию,3,3,29,Так /  Да,Ні / Нет
1/2/2019 18:26:56,Java,Так/Да,Scala,,"JavaScript, Java, Ruby",Scala,"Java, Go, Scala",Так / Да,Go,Книги та документацію // Книги и документацию,9,3,29,Так /  Да,Так  / Да
1/2/2019 18:27:44,PHP,Так/Да,JavaScript,,"JavaScript, Unix Shell, C++, TypeScript, C, PL-SQL",TypeScript,"JavaScript, C++",Ні / Нет,,Онлайн-курси // Онлайн-курсы,3,3,22,Так /  Да,Ні / Нет
1/2/2019 18:28:04,Basic,Так/Да,TypeScript,,JavaScript,TypeScript,TypeScript,Ні / Нет,,Книги та документацію // Книги и документацию,4,2,24,Так /  Да,Так  / Да
1/2/2019 18:28:16,C,Ні/Нет,,"JavaScript, PHP","Python, Scala, C",Go,"JavaScript, PHP, Python",Так / Да,Python,,5,5,28,Так /  Да,Так  / Да
1/2/2019 18:28:45,Python,Так/Да,JavaScript,,C++,C++,"JavaScript, Python",Так / Да,C++,Онлайн-курси // Онлайн-курсы,2,2,14,Так /  Да,Ні / Нет
1/2/2019 18:29:17,Basic,Так/Да,JavaScript,,"Python, TypeScript",Python,JavaScript,Так / Да,Python,Онлайн-курси // Онлайн-курсы,3,3,29,Так /  Да,Так  / Да
1/2/2019 18:29:24,C++,Так/Да,C++,,"Unix Shell, PL-SQL, T-SQL",C++,C++,Ні / Нет,,Книги та документацію // Книги и документацию,6,6,32,Так /  Да,Ні / Нет
1/2/2019 18:29:37,JavaScript,Так/Да,JavaScript,,Python,JavaScript,JavaScript,Так / Да,Python,Онлайн-курси // Онлайн-курсы,1,1,28,Так /  Да,Ні / Нет
1/2/2019 18:29:56,Basic,Так/Да,Java,,"JavaScript, Unix Shell, T-SQL",Java,Java,Так / Да,Kotlin,Книги та документацію // Книги и документацию,6,6,42,Так /  Да,Ні / Нет
1/2/2019 18:30:18,С#,Так/Да,C#,,JavaScript,JavaScript,"JavaScript, C#",Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,2,3,32,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:30:24,C,Ні/Нет,,"Java, JavaScript",,Java,Java,Ні / Нет,,Книги та документацію // Книги и документацию,1,1,21,Так /  Да,Ні / Нет
1/2/2019 18:30:30,Pascal,Так/Да,C++,,,C++,"C#, ActionScript",Так / Да,Python,Книги та документацію // Книги и документацию,1,1,26,Так /  Да,Ні / Нет
1/2/2019 18:31:13,JavaScript,Так/Да,JavaScript,,PHP,JavaScript,JavaScript,Так / Да,Python,Онлайн-курси // Онлайн-курсы,3,3,24,Так /  Да,Ні / Нет
1/2/2019 18:31:38,Pascal/Delphi,Так/Да,C++,,"Unix Shell, C#, C",C++,"C#, C++",Ні / Нет,,Книги та документацію // Книги и документацию,15,10,36,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:31:56,1C,Так/Да,1C,,"Java, Python",Python,"Java, Python, 1C",Так / Да,Java,Онлайн-курси // Онлайн-курсы,8,3,32,Так /  Да,Ні / Нет
1/2/2019 18:32:03,С#,Так/Да,JavaScript,,"Ruby, Go",Ruby,"Ruby, Go, TypeScript",Так / Да,TypeScript,Книги та документацію // Книги и документацию,2,2,29,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:32:08,Basic,Так/Да,Scala,,"Unix Shell, Java, Python, Go, PL-SQL, T-SQL",Scala,"Java, JavaScript, Scala, T-SQL",Так / Да,Haskell,Книги та документацію // Книги и документацию,7,1,38,Так /  Да,Ні / Нет
1/2/2019 18:32:12,Java,Так/Да,Java,,"JavaScript, TypeScript",Go,Go,Так / Да,Go,Книги та документацію // Книги и документацию,5,5,37,Так /  Да,Так  / Да
1/2/2019 18:32:15,Pascal/Delphi,Так/Да,PHP,,"JavaScript, Java",JavaScript,"JavaScript, PHP",Так / Да,Java,Онлайн-курси // Онлайн-курсы,1,1,20,Так /  Да,Ні / Нет
1/2/2019 18:32:22,JavaScript,Так/Да,JavaScript,,"JavaScript, C++",Java,,Так / Да,Java,Офлайн-курси // Офлайн-курсы,0,0,27,Так /  Да,Так  / Да
1/2/2019 18:32:30,Pascal/Delphi,Так/Да,C#,,"JavaScript, T-SQL",C#,C#,Так / Да,TypeScript,Книги та документацію // Книги и документацию,0,0,22,Так /  Да,Ні / Нет
1/2/2019 18:32:35,PHP,Так/Да,PHP,,JavaScript,C#,"JavaScript, PHP",Так / Да,PHP,Онлайн-курси // Онлайн-курсы,1,1,25,Так /  Да,Ні / Нет
1/2/2019 18:33:03,Python,Так/Да,Python,,"JavaScript, Go",Python,,Ні / Нет,,Книги та документацію // Книги и документацию,10,10,31,Ні / Нет,Так  / Да
1/2/2019 18:33:23,Pascal/Delphi,Так/Да,JavaScript,,,JavaScript,,Ні / Нет,,Онлайн-курси // Онлайн-курсы,10,5,30,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:33:24,PHP,Так/Да,PHP,,JavaScript,PHP,PHP,Так / Да,Java,Онлайн-курси // Онлайн-курсы,,,,,
1/2/2019 18:33:58,Pascal/Delphi,Так/Да,C++,,,C#,,Ні / Нет,,Книги та документацію // Книги и документацию,,,,,
1/2/2019 18:34:08,Pascal/Delphi,Так/Да,PHP,,JavaScript,PHP,PHP,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,7,6,30,Так /  Да,Так  / Да
1/2/2019 18:34:11,Java,Ні/Нет,,"Java, JavaScript, C++","C#, C++",JavaScript,Java,Так / Да,JavaScript,Онлайн-курси // Онлайн-курсы,1.5,1.5,19,Так /  Да,Ні / Нет
1/2/2019 18:35:22,ASM,Ні/Нет,,"Python, C++, bash, powershell",,C#,Python,Так / Да,TypeScript,Книги та документацію // Книги и документацию,30,25,45,Так /  Да,Не пам'ятаю /  Не помню
1/2/2019 18:35:23,Pascal/Delphi,Так/Да,JavaScript,,"JavaScript, TypeScript",JavaScript,JavaScript,Ні / Нет,,Онлайн-курси // Онлайн-курсы,0.5,0.5,19,Так /  Да,Ні / Нет
1/2/2019 18:35:53,Pascal/Delphi,Ні/Нет,,"C#, Python",Python,C#,C#,Так / Да,Python,Книги та документацію // Книги и документацию,2,1,21,Так /  Да,Ні / Нет
1/2/2019 18:35:58,Pascal/Delphi,Так/Да,PHP,,JavaScript,JavaScript,"Java, PHP",Так / Да,JavaScript,Книги та документацію // Книги и документацию,1,1,23,Так /  Да,Не пам'ятаю /  Не помню
